,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,Month-Year,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,YEAR,MONTH
1352,10215,46,45.28,1,"$2,082.88",2004-01-29,Shipped,1,1-2004,Vintage Cars,$50.00,S18_4668,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,,Thompson,Steve,Small,2004,1
1353,10229,39,40.25,14,"$1,569.75",2004-03-11,Shipped,1,3-2004,Vintage Cars,$50.00,S18_4668,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,2004,3
1354,10245,45,59.87,7,"$2,694.15",2004-05-04,Shipped,2,5-2004,Vintage Cars,$50.00,S18_4668,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,,Murphy,Leslie,Small,2004,5
1355,10258,21,59.87,4,"$1,257.27",2004-06-15,Shipped,2,6-2004,Vintage Cars,$50.00,S18_4668,"Tokyo Collectables, Ltd",0081335840555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,2004,6
1356,10270,44,58.36,7,"$2,567.84",2004-07-19,Shipped,3,7-2004,Vintage Cars,$50.00,S18_4668,Souveniers And Things Co.,0061294958555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,2004,7
1357,10281,44,59.87,14,"$2,634.28",2004-08-19,Shipped,3,8-2004,Vintage Cars,$50.00,S18_4668,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,Small,2004,8
1358,10291,29,51.82,9,"$1,502.78",2004-09-08,Shipped,3,9-2004,Vintage Cars,$50.00,S18_4668,Scandinavian Gift Ideas,0695346555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small,2004,9
1359,10304,34,49.3,4,"$1,676.20",2004-10-11,Shipped,4,10-2004,Vintage Cars,$50.00,S18_4668,Auto Assoc. & Cie.,30598555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Small,2004,10
1360,10312,39,56.85,1,"$2,217.15",2004-10-21,Shipped,4,10-2004,Vintage Cars,$50.00,S18_4668,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,2004,10
1361,10324,38,100.0,6,"$6,832.02",2004-11-05,Shipped,4,11-2004,Vintage Cars,$50.00,S18_4668,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,Frick,Michael,Medium,2004,11
1362,10333,24,79.86,8,"$1,916.64",2004-11-18,Shipped,4,11-2004,Vintage Cars,$50.00,S18_4668,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,Murphy,Julie,Small,2004,11
1363,10348,29,100.0,6,"$7,110.80",2004-11-01,Shipped,4,11-2004,Vintage Cars,$50.00,S18_4668,"Corrida Auto Replicas, Ltd",915552282,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Large,2004,11
1364,10358,30,100.0,8,"$5,302.80",2004-12-10,Shipped,4,12-2004,Vintage Cars,$50.00,S18_4668,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2004,12
1365,10370,20,100.0,2,"$2,730.00",2005-01-20,Shipped,1,1-2005,Vintage Cars,$50.00,S18_4668,"Anna's Decorations, Ltd",0299368555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,2005,1
1366,10382,39,100.0,2,"$7,827.30",2005-02-17,Shipped,1,2-2005,Vintage Cars,$50.00,S18_4668,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Large,2005,2
1367,10411,35,59.87,7,"$2,095.45",2005-05-01,Shipped,2,5-2005,Vintage Cars,$50.00,S18_4668,Quebec Home Shopping Network,5145558054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,Small,2005,5
1368,10424,26,59.87,4,"$1,556.62",2005-05-31,In Process,2,5-2005,Vintage Cars,$50.00,S18_4668,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2005,5
1369,10108,44,100.0,11,"$5,565.12",2003-03-03,Shipped,1,3-2003,Classic Cars,$148.00,S18_4721,Cruz & Sons Co.,006325553587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,2003,3
1370,10122,28,100.0,15,"$3,583.16",2003-05-08,Shipped,2,5-2003,Classic Cars,$148.00,S18_4721,Marseille Mini Autos,91244555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Medium,2003,5
1371,10135,31,100.0,12,"$4,705.18",2003-07-02,Shipped,3,7-2003,Classic Cars,$148.00,S18_4721,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,2003,7
1372,10146,29,100.0,1,"$4,444.54",2003-09-03,Shipped,3,9-2003,Classic Cars,$148.00,S18_4721,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,,Lewis,Dan,Medium,2003,9
1373,10159,32,100.0,7,"$4,618.88",2003-10-10,Shipped,4,10-2003,Classic Cars,$148.00,S18_4721,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Medium,2003,10
1374,10169,33,100.0,7,"$4,910.40",2003-11-04,Shipped,4,11-2003,Classic Cars,$148.00,S18_4721,"Anna's Decorations, Ltd",0299368555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,2003,11
1375,10180,44,100.0,2,"$5,565.12",2003-11-11,Shipped,4,11-2003,Classic Cars,$148.00,S18_4721,Daedalus Designs Imports,20161555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Medium,2003,11
1376,10191,32,100.0,8,"$4,237.76",2003-11-20,Shipped,4,11-2003,Classic Cars,$148.00,S18_4721,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,2003,11
1377,10211,41,100.0,7,"$5,673.58",2004-01-15,Shipped,1,1-2004,Classic Cars,$148.00,S18_4721,Auto Canal Petit,147556555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Medium,2004,1
1378,10225,35,100.0,14,"$5,260.15",2004-02-22,Shipped,1,2-2004,Classic Cars,$148.00,S18_4721,"Vida Sport, Ltd",0897034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,2004,2
1379,10238,44,100.0,8,"$6,350.96",2004-04-09,Shipped,2,4-2004,Classic Cars,$148.00,S18_4721,Danish Wholesale Imports,31123555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium,2004,4
1380,10252,26,100.0,4,"$3,559.40",2004-05-26,Shipped,2,5-2004,Classic Cars,$148.00,S18_4721,Auto Canal Petit,147556555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Medium,2004,5
1381,10264,20,100.0,2,"$2,410.60",2004-06-30,Shipped,2,6-2004,Classic Cars,$148.00,S18_4721,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,Small,2004,6
1382,10276,48,100.0,8,"$5,713.92",2004-08-02,Shipped,3,8-2004,Classic Cars,$148.00,S18_4721,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,,Barajas,Miguel,Medium,2004,8
1383,10287,34,100.0,17,"$4,300.32",2004-08-30,Shipped,3,8-2004,Classic Cars,$148.00,S18_4721,"Vida Sport, Ltd",0897034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,2004,8
1384,10299,49,100.0,2,"$7,947.31",2004-09-30,Shipped,3,9-2004,Classic Cars,$148.00,S18_4721,"Toys of Finland, Co.",902248555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Large,2004,9
1385,10310,40,100.0,15,"$5,356.80",2004-10-16,Shipped,4,10-2004,Classic Cars,$148.00,S18_4721,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,2004,10
1386,10319,45,100.0,3,"$7,901.10",2004-11-03,Shipped,4,11-2004,Classic Cars,$148.00,S18_4721,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,,Kuo,Kee,Large,2004,11
1387,10330,50,100.0,4,"$6,101.00",2004-11-16,Shipped,4,11-2004,Classic Cars,$148.00,S18_4721,Cruz & Sons Co.,006325553587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,2004,11
1388,10342,38,100.0,11,"$6,276.46",2004-11-24,Shipped,4,11-2004,Classic Cars,$148.00,S18_4721,"Australian Collectors, Co.",0395204555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,2004,11
1389,10355,25,100.0,2,"$4,203.50",2004-12-07,Shipped,4,12-2004,Classic Cars,$148.00,S18_4721,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2004,12
1390,10363,28,58.18,13,"$1,629.04",2005-01-06,Shipped,1,1-2005,Classic Cars,$148.00,S18_4721,Suominen Souveniers,0035898045555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,2005,1
1391,10378,49,67.14,8,"$3,289.86",2005-02-10,Shipped,1,2-2005,Classic Cars,$148.00,S18_4721,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2005,2
1392,10390,49,100.0,3,"$6,862.94",2005-03-04,Shipped,1,3-2005,Classic Cars,$148.00,S18_4721,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,2005,3
1393,10110,42,61.29,9,"$2,574.18",2003-03-18,Shipped,1,3-2003,Classic Cars,$71.00,S18_4933,"AV Stores, Co.",1715551555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,2003,3
1394,10124,23,57.73,8,"$1,327.79",2003-05-21,Shipped,2,5-2003,Classic Cars,$71.00,S18_4933,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,Small,2003,5
1395,10148,29,81.25,2,"$2,356.25",2003-09-11,Shipped,3,9-2003,Classic Cars,$71.00,S18_4933,"Anna's Decorations, Ltd",0299368555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,2003,9
1396,10161,25,80.54,1,"$2,013.50",2003-10-17,Shipped,4,10-2003,Classic Cars,$71.00,S18_4933,Heintze Collectables,86213555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small,2003,10
1397,10173,39,71.98,15,"$2,807.22",2003-11-05,Shipped,4,11-2003,Classic Cars,$71.00,S18_4933,Rovelli Gifts,035640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,2003,11
1398,10182,44,69.84,12,"$3,072.96",2003-11-12,Shipped,4,11-2003,Classic Cars,$71.00,S18_4933,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,2003,11
1399,10193,25,76.26,16,"$1,906.50",2003-11-21,Shipped,4,11-2003,Classic Cars,$71.00,S18_4933,"Australian Collectables, Ltd",61938446555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,2003,11
1400,10204,45,76.26,6,"$3,431.70",2003-12-02,Shipped,4,12-2003,Classic Cars,$71.00,S18_4933,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Medium,2003,12
1401,10213,25,83.39,2,"$2,084.75",2004-01-22,Shipped,1,1-2004,Classic Cars,$71.00,S18_4933,"Double Decker Gift Stores, Ltd",1715557555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Small,2004,1
1402,10227,37,57.73,12,"$2,136.01",2004-03-02,Shipped,1,3-2004,Classic Cars,$71.00,S18_4933,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Small,2004,3
1403,10241,30,66.99,4,"$2,009.70",2004-04-13,Shipped,2,4-2004,Classic Cars,$71.00,S18_4933,Mini Caravy,88601555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Small,2004,4
1404,10267,36,75.55,1,"$2,719.80",2004-07-07,Shipped,3,7-2004,Classic Cars,$71.00,S18_4933,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Small,2004,7
1405,10279,26,60.58,1,"$1,575.08",2004-08-09,Shipped,3,8-2004,Classic Cars,$71.00,S18_4933,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2004,8
1406,10288,23,73.41,7,"$1,688.43",2004-09-01,Shipped,3,9-2004,Classic Cars,$71.00,S18_4933,Handji Gifts& Co,00652241555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,2004,9
1407,10302,23,72.7,3,"$1,672.10",2003-10-06,Shipped,4,10-2003,Classic Cars,$71.00,S18_4933,"UK Collectables, Ltd.",1715552282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small,2003,10
1408,10311,25,66.99,2,"$1,674.75",2004-10-16,Shipped,4,10-2004,Classic Cars,$71.00,S18_4933,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2004,10
1409,10332,21,100.0,3,"$3,472.98",2004-11-17,Shipped,4,11-2004,Classic Cars,$71.00,S18_4933,"AV Stores, Co.",1715551555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,2004,11
1410,10344,26,63.43,5,"$1,649.18",2004-11-25,Shipped,4,11-2004,Classic Cars,$71.00,S18_4933,Marseille Mini Autos,91244555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small,2004,11
1411,10367,44,85.25,9,"$3,751.00",2005-01-12,Resolved,1,1-2005,Classic Cars,$71.00,S18_4933,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,Medium,2005,1
1412,10380,24,100.0,2,"$4,536.00",2005-02-16,Shipped,1,2-2005,Classic Cars,$71.00,S18_4933,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2005,2
1413,10407,66,66.99,4,"$4,421.34",2005-04-22,On Hold,2,4-2005,Classic Cars,$71.00,S18_4933,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Medium,2005,4
1414,10420,36,57.73,7,"$2,078.28",2005-05-29,In Process,2,5-2005,Classic Cars,$71.00,S18_4933,Souveniers And Things Co.,0061294958555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,2005,5
1415,10110,36,85.25,13,"$3,069.00",2003-03-18,Shipped,1,3-2003,Classic Cars,$73.00,S24_1046,"AV Stores, Co.",1715551555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,2003,3
1416,10124,22,77.9,12,"$1,713.80",2003-05-21,Shipped,2,5-2003,Classic Cars,$73.00,S24_1046,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,Small,2003,5
1417,10148,25,60.26,6,"$1,506.50",2003-09-11,Shipped,3,9-2003,Classic Cars,$73.00,S24_1046,"Anna's Decorations, Ltd",0299368555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,2003,9
1418,10161,37,72.76,5,"$2,692.12",2003-10-17,Shipped,4,10-2003,Classic Cars,$73.00,S24_1046,Heintze Collectables,86213555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small,2003,10
1419,10172,32,75.69,3,"$2,422.08",2003-11-05,Shipped,4,11-2003,Classic Cars,$73.00,S24_1046,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie,Small,2003,11
1420,10182,47,74.22,16,"$3,488.34",2003-11-12,Shipped,4,11-2003,Classic Cars,$73.00,S24_1046,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,2003,11
1421,10192,37,69.82,4,"$2,583.34",2003-11-20,Shipped,4,11-2003,Classic Cars,$73.00,S24_1046,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,Small,2003,11
1422,10204,20,62.47,10,"$1,249.40",2003-12-02,Shipped,4,12-2003,Classic Cars,$73.00,S24_1046,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Small,2003,12
1423,10212,41,82.31,3,"$3,374.71",2004-01-16,Shipped,1,1-2004,Classic Cars,$73.00,S24_1046,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2004,1
1424,10226,21,60.26,1,"$1,265.46",2004-02-26,Shipped,1,2-2004,Classic Cars,$73.00,S24_1046,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,Small,2004,2
1425,10241,22,76.43,8,"$1,681.46",2004-04-13,Shipped,2,4-2004,Classic Cars,$73.00,S24_1046,Mini Caravy,88601555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Small,2004,4
1426,10267,40,80.1,5,"$3,204.00",2004-07-07,Shipped,3,7-2004,Classic Cars,$73.00,S24_1046,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Medium,2004,7
1427,10279,32,74.96,5,"$2,398.72",2004-08-09,Shipped,3,8-2004,Classic Cars,$73.00,S24_1046,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2004,8
1428,10288,36,66.14,11,"$2,381.04",2004-09-01,Shipped,3,9-2004,Classic Cars,$73.00,S24_1046,Handji Gifts& Co,00652241555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,2004,9
1429,10301,27,72.02,1,"$1,944.54",2003-10-05,Shipped,4,10-2003,Classic Cars,$73.00,S24_1046,"Norway Gifts By Mail, Co.",004722121555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small,2003,10
1430,10311,26,87.45,6,"$2,273.70",2004-10-16,Shipped,4,10-2004,Classic Cars,$73.00,S24_1046,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2004,10
1431,10321,30,70.55,3,"$2,116.50",2004-11-04,Shipped,4,11-2004,Classic Cars,$73.00,S24_1046,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,Benitez,Violeta,Small,2004,11
1432,10332,23,56.84,4,"$1,307.32",2004-11-17,Shipped,4,11-2004,Classic Cars,$73.00,S24_1046,"AV Stores, Co.",1715551555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,2004,11
1433,10344,29,59.53,7,"$1,726.37",2004-11-25,Shipped,4,11-2004,Classic Cars,$73.00,S24_1046,Marseille Mini Autos,91244555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small,2004,11
1434,10367,21,60.37,10,"$1,267.77",2005-01-12,Resolved,1,1-2005,Classic Cars,$73.00,S24_1046,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,Small,2005,1
1435,10380,34,100.0,3,"$3,441.82",2005-02-16,Shipped,1,2-2005,Classic Cars,$73.00,S24_1046,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2005,2
1436,10407,26,76.43,8,"$1,987.18",2005-04-22,On Hold,2,4-2005,Classic Cars,$73.00,S24_1046,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Small,2005,4
1437,10420,60,64.67,11,"$3,880.20",2005-05-29,In Process,2,5-2005,Classic Cars,$73.00,S24_1046,Souveniers And Things Co.,0061294958555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,2005,5
1438,10104,35,55.49,6,"$1,942.15",2003-01-31,Shipped,1,1-2003,Classic Cars,$57.00,S24_1444,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2003,1
1439,10115,47,69.36,2,"$3,259.92",2003-04-04,Shipped,2,4-2003,Classic Cars,$57.00,S24_1444,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,,Hernandez,Maria,Medium,2003,4
1440,10127,20,60.69,8,"$1,213.80",2003-06-03,Shipped,2,6-2003,Classic Cars,$57.00,S24_1444,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Small,2003,6
1441,10141,20,54.33,2,"$1,086.60",2003-08-01,Shipped,3,8-2003,Classic Cars,$57.00,S24_1444,Suominen Souveniers,0035898045555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,2003,8
1442,10152,25,65.31,4,"$1,632.75",2003-09-25,Shipped,3,9-2003,Classic Cars,$57.00,S24_1444,"Australian Gift Network, Co",61738446555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small,2003,9
1443,10165,25,69.36,9,"$1,734.00",2003-10-22,Shipped,4,10-2003,Classic Cars,$57.00,S24_1444,"Dragon Souveniers, Ltd.",00652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small,2003,10
1444,10176,27,68.78,8,"$1,857.06",2003-11-06,Shipped,4,11-2003,Classic Cars,$57.00,S24_1444,L'ordine Souveniers,0522556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,2003,11
1445,10184,31,60.11,3,"$1,863.41",2003-11-14,Shipped,4,11-2003,Classic Cars,$57.00,S24_1444,"Iberia Gift Imports, Corp.",955558282,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Small,2003,11
1446,10195,44,66.47,3,"$2,924.68",2003-11-25,Shipped,4,11-2003,Classic Cars,$57.00,S24_1444,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,,Frick,Steve,Small,2003,11
1447,10207,49,46.82,4,"$2,294.18",2003-12-09,Shipped,4,12-2003,Classic Cars,$57.00,S24_1444,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,,Franco,Valarie,Small,2003,12
1448,10220,26,56.07,8,"$1,457.82",2004-02-12,Shipped,1,2-2004,Classic Cars,$57.00,S24_1444,"Clover Collections, Co.",0035318621555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Small,2004,2
1449,10230,36,54.33,6,"$1,955.88",2004-03-15,Shipped,1,3-2004,Classic Cars,$57.00,S24_1444,"Blauer See Auto, Co.",00496966902555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Small,2004,3
1450,10246,44,52.6,2,"$2,314.40",2004-05-05,Shipped,2,5-2004,Classic Cars,$57.00,S24_1444,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2004,5
1451,10259,28,46.82,1,"$1,310.96",2004-06-15,Shipped,2,6-2004,Classic Cars,$57.00,S24_1444,Handji Gifts& Co,00652241555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,2004,6
1452,10271,45,64.74,2,"$2,913.30",2004-07-20,Shipped,3,7-2004,Classic Cars,$57.00,S24_1444,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,2004,7
1453,10282,29,46.82,11,"$1,357.78",2004-08-20,Shipped,3,8-2004,Classic Cars,$57.00,S24_1444,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,2004,8
1454,10292,40,53.75,5,"$2,150.00",2004-09-08,Shipped,3,9-2004,Classic Cars,$57.00,S24_1444,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Small,2004,9
1455,10305,45,61.85,2,"$2,783.25",2004-10-13,Shipped,4,10-2004,Classic Cars,$57.00,S24_1444,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,,Hernandez,Marta,Small,2004,10
1456,10314,44,53.18,11,"$2,339.92",2004-10-22,Shipped,4,10-2004,Classic Cars,$57.00,S24_1444,Heintze Collectables,86213555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small,2004,10
1457,10324,25,69.16,14,"$1,729.00",2004-11-05,Shipped,4,11-2004,Classic Cars,$57.00,S24_1444,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,Frick,Michael,Small,2004,11
1458,10336,45,100.0,4,"$5,972.40",2004-11-20,Shipped,4,11-2004,Classic Cars,$57.00,S24_1444,"La Corne D'abondance, Co.",142342555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium,2004,11
1459,10349,48,47.4,4,"$2,275.20",2004-12-01,Shipped,4,12-2004,Classic Cars,$57.00,S24_1444,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Small,2004,12
1460,10358,44,60.76,14,"$2,673.44",2004-12-10,Shipped,4,12-2004,Classic Cars,$57.00,S24_1444,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2004,12
